sa2_code_2011,sa2_name,Meter count - 2010 (no.),Meter count - 2011 (no.),Meter count - 2012 (no.),Mean - 2010 (kWh),Mean - 2011 (kWh),Mean - 2012 (kWh),Lowest quintile - 2010 (kWh),Lowest quintile - 2011 (kWh),Lowest quintile - 2012 (kWh),Second quintile - 2010 (kWh),Second quintile - 2011 (kWh),Second quintile - 2012 (kWh),Third quintile - 2010 (kWh),Third quintile - 2011 (kWh),Third quintile - 2012 (kWh),Fourth quintile - 2010 (kWh),Fourth quintile - 2011 (kWh),Fourth quintile - 2012 (kWh),Highest quintile - 2010 (kWh),Highest quintile - 2011 (kWh),Highest quintile - 2012 (kWh),Median - 2010 (kWh),Median - 2011 (kWh),Median - 2012 (kWh),Predominant climate zone (d)
102011028,Avoca Beach - Copacabana,17,20,27,7390,6918,7877,2557,1139,500,4687,4859,1456,5862,7205,3949,9100,9632,7617,13290,11755,23520,5938,7265,3710,5
102011029,Box Head - MacMasters Beach,43,40,40,9180,8374,9718,2795,3387,1207,5531,5753,2354,7688,6999,5200,10812,10027,11465,18199,15707,28366,7674,6786,4947,5
102011030,Calga - Kulnura,17,22,25,13409,11672,9209,3129,2863,918,5314,6071,2192,7888,7770,3613,12236,8943,7569,33589,29285,31751,8717,7990,3635,5
102011031,Erina - Green Point,31,47,61,8666,8435,6581,3097,2779,830,5541,5693,2354,8420,7020,4040,10437,9578,7985,14811,16380,16842,8273,7117,3896,5
102011032,Gosford - Springfield,25,23,36,6119,7157,6381,2091,2514,1184,3264,4522,2319,4892,7195,3648,7237,9392,8558,13109,11240,14968,4779,7994,3752,5
102011033,Kariong,17,32,39,5264,6657,6056,1932,2947,947,3025,4376,2360,4263,6394,3635,5803,7702,6774,10038,11161,15922,4468,6677,3711,5
102011034,Kincumber - Picketts Valley,64,98,105,4943,3767,4560,1614,580,372,2913,1968,958,4071,2913,2084,5870,4238,4450,9990,8935,14934,4014,2905,2261,5
102011035,Narara,23,33,33,6154,6859,5128,2304,2402,718,3946,3753,1982,5269,6083,3975,7335,7936,5945,10968,13374,12224,5419,6716,4023,5
102011036,Niagara Park - Lisarow,19,37,47,9704,7173,6752,3736,2190,1160,7113,4266,3009,9107,6650,5615,11214,8406,8757,15859,13523,14486,9415,6790,5446,5
102011037,Point Clare - Koolewong,18,30,32,6769,7820,4852,2219,3121,726,3723,4672,1553,5255,6241,4172,8051,9578,6430,13083,15486,10542,5800,5918,4660,5
102011038,Saratoga - Davistown,91,67,67,5227,5675,7868,2354,2187,1468,3578,3939,4977,4599,4859,8130,6050,6391,9911,9326,10679,14334,4682,4846,8521,5
102011039,Terrigal - North Avoca,84,119,119,3665,4013,2938,1125,989,434,1696,1655,771,2563,2880,1290,4230,4752,2816,8561,9663,9276,2548,2786,1319,5
102011040,Umina - Booker Bay - Patonga,63,126,126,6446,7255,5407,1898,2877,874,4109,5010,2156,5474,6700,3828,7292,8483,5886,13034,12976,13950,5411,6732,4047,5
102011041,Wamberal - Forresters Beach,21,31,,8451,5946,,2533,1344,,4293,3782,,5921,4981,,9896,7028,,17381,11643,,6783,5236,,5
102011042,Woy Woy - Blackwall,78,89,89,4239,5536,3988,1296,1561,885,2198,3467,1628,3100,5071,2606,4446,7002,4499,9898,10358,10151,3028,5132,2737,5
102011043,Wyoming,62,86,97,4518,5284,4428,1122,1094,409,2172,2348,895,3596,3870,1677,5505,6641,4994,9828,12067,13814,3725,3708,1593,5
102021044,Bateau Bay - Killarney Vale,56,68,80,6268,5974,7146,2476,1905,1082,3918,4049,2598,5437,5267,4679,7068,7147,7976,11926,11161,19396,5709,5165,4530,5
102021045,Blue Haven - San Remo,28,44,65,6060,4937,5165,2142,1760,1072,4019,3165,2565,4794,4581,4302,6100,5942,6780,12382,8883,11108,4938,4692,3981,5
102021046,Budgewoi - Buff Point - Halekulani,35,49,49,6247,5181,3914,1989,1736,791,3383,3130,1685,5365,4411,2569,8041,6845,4556,12456,9438,9657,5396,4353,2621,5
102021047,Chittaway Bay - Tumbi Umbi,47,63,72,8047,6167,8354,3380,2375,1403,5346,4281,2798,7351,5612,5203,9531,7159,10145,14041,11073,21507,6939,5557,5398,5
102021048,Gorokan - Kanwal - Charmhaven,63,113,139,6599,6006,6512,2404,2507,1249,4529,3965,2666,6391,5393,4621,8129,6979,7733,11203,11008,16106,6538,5469,4660,5
102021049,Jilliby - Yarramalong,19,22,24,11771,11690,8871,4025,4955,2917,8084,8445,3617,9706,9823,5359,13848,12391,10179,21257,20982,21091,10255,10090,5639,5
102021050,Lake Munmorah - Mannering Park,113,204,204,5045,4114,4999,2605,1488,817,3901,2703,1628,4816,3448,2757,5717,4349,4841,8072,8520,14850,4923,3476,2868,5
102021051,Ourimbah - Fountaindale,22,28,31,8469,7972,7392,2622,3187,1703,5622,6082,2976,7881,7958,5303,9478,9065,8636,15206,12768,16778,8251,8081,5170,5
102021052,Summerland Point - Gwandalan,21,28,,6590,4752,,2182,1676,,4202,3030,,5475,3697,,7150,5642,,12473,9025,,6044,3728,,5
102021053,The Entrance,25,38,38,7743,6406,4460,3428,1859,853,5064,3426,1490,7000,4401,2575,9535,5460,4364,13686,16062,12332,7283,4535,2703,5
102021054,Toukley - Norah Head,155,114,123,2699,2785,2659,954,800,388,1508,1470,701,2030,1929,972,2846,2825,1774,6157,6816,9303,2019,1926,980,5
102021055,Tuggerah - Kangy Angy,17,27,49,7313,7075,5982,,1185,1099,,2997,2219,,4789,4167,,8396,7000,,16566,14935,5207,5233,4142,5
102021056,Warnervale - Wadalba,40,94,178,5771,6165,5908,2283,2061,1139,3974,3636,2398,5507,5643,4362,7199,7776,7479,9894,11493,13986,5390,5617,4469,5
102021057,Wyong,20,37,59,5767,6641,7554,1973,2036,1151,3866,4212,2537,5198,5442,4506,6783,6945,8447,11016,13731,20596,5229,5612,4501,5
115011290,Baulkham Hills (East),,38,129,,9958,8986,,3973,3922,,6650,6280,,8475,8230,,11632,10598,,18124,15704,,8694,8430,6
115011291,Baulkham Hills (West) - Bella Vista,,51,142,,9371,8315,,2515,3188,,6420,5317,,8115,7049,,11192,9506,,17775,16275,,8186,6997,6
115011292,Castle Hill,11,68,196,6549,8796,9869,,3633,3508,,5857,5991,,7814,7996,,10134,10903,,16104,20671,6389,7813,8055,6
115011293,Cherrybrook,39,92,196,9579,7828,6270,3600,3036,1291,4946,4943,2527,7998,7162,3821,11760,8764,6466,18844,14493,16541,8397,7385,3844,5
115011294,Glenhaven,,9,25,,8656,9040,,,2734,,,5001,,,7741,,,10638,,,19084,,7475,7764,6
115011295,Kellyville,,40,176,,8052,7341,,1994,2321,,5535,4987,,7463,6631,,9768,8558,,15500,14015,,7286,6643,6
115011296,West Pennant Hills,4,23,78,11591,9126,10450,,4470,3292,,6647,6179,,8255,8724,,10686,12193,,14465,21309,11524,8426,8643,6
115021297,Dural - Kenthurst - Wisemans Ferry,10,39,109,15967,13545,15839,,4549,5052,,7258,8105,,11003,12228,,16340,17055,,26214,36045,8495,11294,12273,6
115021298,Galston - Laughtondale,29,18,31,11472,11308,8572,4715,3453,2366,7462,7872,5030,10894,12081,5993,14494,14339,9107,18670,17024,18679,11080,12434,5983,5
115031299,Bilpin - Colo - St Albans,,,9,,,9464,,,,,,,,,,,,,,,,,,10619,6
115031300,Kurrajong Heights - Ebenezer,,43,108,,10600,9918,,4119,4247,,7753,7003,,10440,9521,,12861,11995,,17087,16551,,10630,9511,6
115041301,Pitt Town - McGraths Hill,,15,51,,10753,10685,,1118,2531,,4666,5935,,8557,7855,,13163,13324,,26262,22591,,9026,7857,6
115041302,Rouse Hill - Beaumont Hills,,38,169,,7342,6655,,888,2598,,4023,4510,,6648,6080,,8391,7904,,15868,12066,,6761,6182,6
116011303,Blacktown (East) - Kings Park,,23,90,,5918,6524,,1888,2296,,3544,3997,,4976,5711,,7089,7656,,11098,12957,,5137,5957,6
116011304,Blacktown (North) - Marayong,,20,104,,8560,6457,,3452,2242,,6279,3965,,8854,5803,,10435,7548,,13779,12527,,9024,5823,6
116011305,Blacktown (South),,50,158,,5305,5891,,1832,1660,,3249,3373,,4075,5131,,6477,7684,,10890,11449,,3959,5008,6
116011306,Doonside - Woodcroft,,23,92,,6737,7146,,2875,2849,,4127,4721,,6172,6235,,8173,8278,,11453,13350,,6458,6181,6
116011307,Lalor Park - Kings Langley,,47,126,,8313,7996,,3885,3190,,5741,5145,,7388,7263,,9511,10073,,14461,14065,,7563,7231,6
116011308,Seven Hills - Toongabbie,,34,123,,7780,7165,,2444,2411,,5129,4750,,7115,6314,,9048,8397,,14403,13730,,7245,6225,6
116021309,Glenwood,,19,153,,7555,6161,,3511,2949,,5719,4524,,6773,5580,,8811,7013,,11951,10618,,7067,5509,6
116021310,Parklea - Kellyville Ridge,,91,354,,4402,4951,,715,1858,,2244,3440,,3745,4641,,5719,5885,,9312,8890,,3752,4657,6
116021311,Quakers Hill - Acacia Gardens,,31,120,,7029,6112,,3545,2795,,5309,4340,,6577,5186,,8268,6858,,10814,11379,,6435,5115,6
116021312,Riverstone - Marsden Park,,20,70,,7234,7898,,495,2455,,3869,4769,,7769,7225,,8913,9797,,15123,15245,,7903,7212,6
116031313,Bidwill - Hebersham - Emerton,,9,29,,9673,7417,,,3240,,,4824,,,6843,,,9118,,,12364,,8440,7189,6
116031314,Glendenning Dean Park,,5,24,,7967,6994,,,3203,,,4416,,,5840,,,8177,,,12575,,7904,6128,6
116031315,Hassall Grove - Plumpton,,8,72,,8080,6714,,,2465,,,4521,,,6365,,,8050,,,11829,,7862,6519,6
116031316,Lethbridge Park - Tregear,,19,66,,6299,6120,,2005,1984,,4380,3578,,6115,5505,,7662,7612,,10258,11508,,6523,5531,6
116031317,Mount Druitt - Whalan,,15,85,,9481,7463,,5374,2487,,7677,4726,,8178,6752,,11319,9745,,14855,13605,,8074,6666,6
116031318,Prospect Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,6
116031319,Rooty Hill - Minchinbury,,45,164,,5842,5453,,326,711,,3080,2557,,5422,4539,,7547,6765,,12834,12548,,5369,4551,6
117011320,Banksmeadow,,,,,,,,,,,,,,,,,,,,,,,,,5
117011321,Botany,14,20,23,6419,8454,6173,,2746,1241,,5604,3351,,8150,4469,,11509,6754,,14258,13725,5377,8034,4496,5
117011322,Mascot - Eastlakes,12,34,50,7316,5655,5148,,2146,1034,,3828,2153,,5663,4962,,7107,6433,,9031,11161,7371,5760,5194,5
117011323,Pagewood - Hillsdale - Daceyville,5,16,41,5698,7369,9143,,3267,1622,,4101,3206,,6166,5674,,8014,10029,,13316,23401,5393,6833,6213,5
117011324,Port Botany Industrial,,,,,,,,,,,,,,,,,,,,,,,,,5
117011325,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,,,,4
117021326,Marrickville,37,48,91,4180,4610,5209,1976,1768,1006,2510,2739,2069,3233,3967,3629,4575,5546,6000,8171,8683,12911,3357,4022,3590,5
117021327,Petersham - Stanmore,25,23,45,4179,4968,4766,954,1649,887,2176,3068,2269,3110,4559,3315,4701,6275,6086,9951,8543,11274,2782,4719,3291,5
117021328,Sydenham - Tempe - St Peters,13,15,35,4565,5361,4467,,1932,897,,2848,1916,,4685,3966,,5937,6271,,11405,9286,3809,4675,3812,5
117031329,Darlinghurst,,,,,,,,,,,,,,,,,,,,,,,,,5
117031330,Erskineville - Alexandria,18,16,24,3514,4560,3418,1919,1778,863,2428,3841,1771,3268,4723,2593,4389,5381,3892,5104,6448,7462,3448,4852,2586,5
117031331,Glebe - Forest Lodge,13,18,26,4808,5500,3578,,1073,863,,3264,1627,,4302,2521,,6584,4139,,10873,7879,4187,4564,2540,5
117031332,Newtown - Camperdown - Darlington,30,32,44,5362,4679,2916,1598,1708,889,2588,2812,1291,3902,3501,2030,5934,4868,3380,12789,9841,6764,3795,3580,2042,5
117031333,Potts Point - Woolloomooloo,6,4,4,4753,1989,804,,,,,,,,,,,,,,,,4477,1394,535,5
117031334,Pyrmont - Ultimo,,,,,,,,,,,,,,,,,,,,,,,,,5
117031335,Redfern - Chippendale,15,12,12,4494,3038,1834,255,,,1511,,,3290,,,6154,,,11257,,,2907,2018,1003,5
117031336,Surry Hills,4,,3,3788,,5753,,,,,,,,,,,,,,,,3949,,7450,5
117031337,Sydney - Haymarket - The Rocks,,,,,,,,,,,,,,,,,,,,,,,,,5
117031338,Waterloo - Beaconsfield,6,14,25,9558,7029,8179,,,2326,,,3222,,,6284,,,10373,,,18690,7446,5441,5875,5
118011339,Bondi - Tamarama - Bronte,29,22,26,7162,7871,5549,1725,2216,1356,3564,4131,2374,5921,5606,3928,8435,8500,5094,15262,17150,13419,6063,5719,3996,5
118011340,Bondi Beach - North Bondi,10,10,10,6600,7596,6753,,,,,,,,,,,,,,,,5255,5966,6524,5
118011341,Bondi Junction - Waverly,26,19,29,6155,5504,4997,2046,2651,962,3415,3328,1829,4709,4299,2885,6412,6170,4236,12853,10361,14399,4664,4329,2968,5
118011342,Centennial Park,,,,,,,,,,,,,,,,,,,,,,,,,5
118011343,Double Bay - Bellevue Hill,17,13,14,11597,8151,10886,2386,,,3701,,,7420,,,16879,,,24642,,,9477,9690,5341,5
118011344,Dover Heights,7,14,15,17472,11601,8336,,,1664,,,5349,,,7205,,,10668,,,16795,14143,9534,6924,5
118011345,Paddington - Moore Park,18,10,10,7393,7894,4781,1701,,,3471,,,7144,,,9215,,,13948,,,7892,9972,3215,5
118011346,Rose Bay - Vaucluse - Watsons Bay,,,,,,,,,,,,,,,,,,,,,,,,,5
118011347,Woollahra,9,5,5,10481,13660,11059,,,,,,,,,,,,,,,,6729,5638,1854,5
118021348,Coogee - Clovelly,24,25,38,8307,12268,6519,2111,1473,926,3210,3657,2166,5375,6632,4046,9443,11928,6541,20158,37652,17908,6078,6504,4213,5
118021349,Kensington - Kingsford,12,25,42,11943,6942,5787,,2804,987,,4680,2948,,5886,4281,,7136,6943,,14204,13054,7694,5818,4192,5
118021350,Malabar - La Perouse - Chifley,29,53,84,8417,8978,6445,2137,1956,1113,5213,5615,2957,7018,7564,5009,8648,10953,7363,18022,18036,15470,6982,7626,4979,5
118021351,Maroubra,27,33,68,6559,7302,5459,2039,2529,1428,4119,4427,2798,5011,5985,4071,7293,8655,6068,13298,14043,12543,4992,5930,4159,5
118021352,Randwick,11,33,36,6600,5528,5361,,464,703,,2281,1701,,5365,3720,,6811,6367,,11973,13195,3960,5988,3791,5
119011353,Bankstown,10,90,160,5695,6957,5068,,2672,1026,,4354,2188,,5834,3602,,8151,6203,,13479,12016,5349,5763,3504,6
119011354,Bass Hill - Georges Hall,17,81,136,7113,6585,6437,2628,844,1034,5221,4096,2226,6820,6728,3487,8033,8546,6730,11499,12348,18269,7104,6971,3460,6
119011355,Chullora,,6,13,,4475,3949,,,,,,,,,,,,,,,,,3597,3164,6
119011356,Condell Park,7,25,56,10886,8857,9269,,3408,1465,,5797,3558,,8561,7476,,11252,11592,,15268,21170,9666,8403,7455,6
119011357,Greenacre - Mount Lewis,28,74,148,7751,6119,6673,2271,2304,1270,5530,3758,2548,7911,5397,4390,9418,7590,7169,12049,11061,17244,8146,5371,4360,6
119011358,Padstow,15,55,105,9443,7637,7824,2520,2234,1425,4591,4853,3067,7310,6735,5429,12677,9286,9166,20117,15079,20035,7127,6689,5030,6
119011359,Panania - Milperra - Picnic Point,28,93,179,8686,9181,7117,3369,3690,1637,5394,5899,3361,7611,8216,5324,9531,11524,8457,16458,16238,16655,7711,8425,5420,6
119011360,Revesby,15,41,104,6496,7198,6000,1842,2679,1345,2997,5000,2483,5694,5960,4481,9189,7844,7134,12756,13694,14334,4930,6049,4687,6
119011361,Yagoona - Birrong,16,64,111,9455,6589,6993,3072,2677,1312,5195,4554,2585,8906,6112,4309,11090,7649,8314,16624,11652,17948,9272,6125,4232,6
119021362,Belmore - Belfield,23,46,83,4201,5261,4259,840,1209,784,1612,2669,1619,2552,4586,3235,4315,5948,5235,10686,11231,10157,2994,4795,3376,5
119021363,Canterbury (South) - Campsie,16,67,113,4760,6559,5112,1050,2151,1025,1927,3959,2077,3942,6087,3596,6715,8079,5790,8815,12129,12830,4566,5984,3589,5
119021364,Kingsgrove (North) - Earlwood,37,72,130,7587,7513,5098,1919,2958,1277,3468,5048,2595,5528,6689,3733,9246,8432,5778,16759,14032,12107,5647,6781,3746,5
119021365,Lakemba - Wiley Park,7,44,107,5291,6204,5025,,2635,1066,,4529,2156,,5457,3667,,7006,5935,,10996,12032,4551,5376,3705,5
119021366,Punchbowl,11,49,137,7571,6486,6934,,2926,1394,,4506,2886,,5816,5531,,7327,8194,,11501,15900,7308,5882,5815,5
119021367,Roselands,5,29,80,8438,7279,6660,,3473,1524,,5089,3344,,6545,5736,,8761,7733,,11891,14962,6293,6669,5626,5
119031368,Hurstville,17,55,92,6618,6363,5941,2604,2500,1292,3535,4648,2489,5057,5805,4193,8618,7387,6534,12002,11475,14801,5197,5755,4114,5
119031369,Mortdale - Penshurst,24,62,114,7653,7147,7650,2782,2663,1116,4627,4632,3339,7011,6159,5186,9877,8989,8605,12996,12895,19719,7234,6223,5255,5
119031370,Narwee - Beverly Hills,15,50,72,5647,6812,5487,2609,2261,1304,3961,4338,2544,5355,5915,4402,6165,8046,7946,10143,13500,10926,5399,5948,4530,5
119031371,Oatley - Hurstville Grove,18,33,53,6257,7828,5642,2626,3368,1047,4069,4809,2282,5234,6855,4051,6855,8781,5958,11338,14551,14308,5531,7000,4168,5
119031372,Peakhurst - Lugarno,32,56,100,7371,7048,7976,3108,3189,1232,4403,4966,2619,6484,6650,5037,7696,8168,10247,14176,11831,20746,6816,6692,4991,5
119031373,Riverwood,15,46,65,7767,6425,5711,2278,2108,1031,3818,3167,2475,6079,4865,4416,7728,6369,6888,18931,14697,13743,6286,4960,4437,5
119031374,South Hurstville - Blakehurst,35,58,116,10043,9914,6334,2537,2916,1195,4972,4508,2908,6600,6291,4357,8749,9484,6662,27356,25484,16121,6843,6555,4335,5
119041375,Arncliffe - Bardwell Valley,16,39,63,6158,6670,5230,2152,2230,1301,2810,3883,2483,4193,5489,4266,7456,7553,7083,12174,13641,10643,4428,5535,4491,5
119041376,Bexley,30,73,119,5611,5213,5415,1622,1713,1061,3453,3410,2005,4490,4573,3487,7108,6184,5684,11382,9906,14656,4307,4677,3633,5
119041377,Kingsgrove (South) - Bardwell Park,13,27,40,7448,7863,4922,,2860,1199,,4657,2073,,6533,3469,,8790,5291,,15258,12580,6116,6657,3657,5
119041378,Kogarah,3,12,21,4491,6350,6676,,,1474,,,2204,,,3700,,,8885,,,15029,4948,6860,3982,5
119041379,Kogarah Bay - Carlton - Allawah,12,18,41,5578,5776,5425,,1401,1143,,3593,2163,,4798,3415,,7228,6316,,10524,13123,6048,5061,3595,5
119041380,Monterey - Brighton-le-Sands - Kyeemagh,11,23,40,7150,6262,6533,,3308,1255,,5048,2365,,5668,4064,,6279,8029,,10298,16953,7230,5847,3868,5
119041381,Rockdale - Banksia,7,22,51,6503,6462,5778,,2882,1215,,3389,2549,,5297,4851,,6679,7261,,12778,12358,5679,5645,5005,5
119041382,Sans Souci - Ramsgate,22,43,64,7842,7057,5593,3484,2661,874,4665,4648,2166,6023,5800,3685,8962,8564,6015,14793,12985,14863,6084,5828,3710,5
120011383,Concord - Mortlake - Cabarita,19,51,74,10113,6335,6758,2793,2292,1268,6550,3558,2386,8850,5813,3963,13905,7541,7672,16637,11916,18136,8289,5793,3772,5
120011384,Concord West - North Strathfield,12,29,50,5457,7356,5646,,2617,1105,,4563,2559,,6899,3853,,9173,6020,,12740,14694,4569,7173,3755,5
120011385,Drummoyne - Rodd Point,9,17,23,8013,8361,4885,,2295,1180,,5468,2839,,8074,3791,,9067,5628,,14839,10028,8944,8285,3947,5
120011386,Five Dock - Abbotsford,26,58,78,8062,6843,5468,2361,2816,1258,3937,4509,2235,7506,5987,3963,9958,8250,6133,15134,12248,13392,8035,6029,4167,5
120021387,Balmain,29,29,35,6531,6652,5130,1148,1671,857,2453,3123,1740,3588,4239,3469,6107,6925,5802,18460,16475,13783,3565,4803,3621,5
120021388,Leichhardt - Annandale,50,39,73,4753,5775,4643,1420,1805,1040,2819,3727,2391,3797,5104,4101,5598,7034,5810,10130,10708,9598,3820,4725,4438,5
120021389,Lilyfield - Rozelle,10,22,22,5751,7189,5336,,2426,1205,,3539,2149,,5996,3513,,7062,5467,,15215,12906,3718,6301,3676,5
120031390,Ashfield,18,29,60,5373,5851,5318,2642,2892,983,3746,4065,1915,4442,5183,3110,6276,6937,6923,8844,9686,13658,4726,5292,3059,5
120031391,Burwood - Croydon,11,46,83,6950,5011,5783,,1724,813,,2608,1863,,4127,3282,,6010,5987,,10028,16530,5134,4300,3328,5
120031392,Canterbury (North) - Ashbury,14,22,37,3900,7103,6437,,3807,1695,,5233,3083,,6450,4717,,7500,8192,,11571,13706,3881,6847,4242,5
120031393,Croydon Park - Enfield,13,49,87,5203,6057,7389,,2024,1093,,3954,2356,,4872,3722,,7306,7475,,11726,21674,4121,4920,3701,5
120031394,Dulwich Hill - Lewisham,15,38,66,4632,4861,4178,1956,1590,854,2924,2795,1763,4071,3993,2714,6073,6031,4641,8134,9381,10437,3769,4090,2595,5
120031395,Haberfield - Summer Hill,12,26,26,5007,5142,3980,,1792,976,,2935,1587,,4001,2332,,6195,3195,,9846,10505,3988,4071,2361,5
120031396,Homebush,5,23,32,6246,6234,4648,,1719,1005,,4546,1936,,5530,3058,,6753,4444,,11577,11860,5512,5617,2843,5
120031397,Strathfield,19,70,114,9230,9906,6156,2931,2960,1281,4318,4717,2580,6993,6919,4301,9493,10311,7167,20842,24621,15239,7591,6729,4123,5
121011398,Chatswood (East) - Artarmon,15,47,59,5709,8194,5528,1466,2746,1185,3368,5200,2009,4704,6963,3390,6837,9233,5917,12170,16088,14780,4037,7073,3586,5
121011399,Chatswood (West) - Lane Cove North,11,23,29,7187,5991,3303,,1986,1086,,3578,1683,,5145,2189,,6650,3985,,11627,7206,5571,5254,2313,5
121011400,Lane Cove - Greenwich,46,52,84,7364,6107,7551,1837,1252,884,4395,3432,2228,6878,5391,3673,8837,8053,7484,14123,11900,23093,6955,5329,3552,5
121011401,St Leonards - Naremburn,3,8,18,6897,6814,5301,,,1388,,,2160,,,4596,,,6286,,,10919,4611,4333,4741,5
121011402,Willoughby - Castle Cove - Northbridge,51,72,96,9999,9220,5808,2966,2604,1187,6128,5856,2394,8015,7671,4063,11656,10491,6344,20207,18899,14589,7798,7555,4337,5
121021403,Asquith - Mount Colah,47,44,66,7627,6228,7217,2829,2618,1547,5090,4305,2837,6694,5772,4815,8616,7477,8352,14272,10565,17724,6753,5993,4840,5
121021404,Berowra - Brooklyn - Cowan,40,38,42,7316,7844,8171,2760,2983,1658,5028,5317,3599,7045,6883,6221,9021,8603,10141,12724,14704,18224,7061,6972,6360,5
121021405,Hornsby - Waitara,23,27,73,6521,8767,6709,2430,3007,1351,3794,5608,2957,5439,6905,4292,8153,9832,6879,11755,17173,17546,5940,6566,4257,5
121021406,Normanhurst - Thornleigh - Westleigh,31,45,65,7340,6903,6648,2595,2688,1111,4228,4258,2505,6143,6634,4911,8938,9241,8685,13730,11692,16029,6205,6387,4783,5
121031407,Gordon - Killara,24,39,51,10515,10349,9737,2563,2748,1369,4491,5475,2590,6696,7304,4627,13221,10768,9651,24014,24501,28564,7014,7429,4576,5
121031408,Lindfield - Roseville,31,49,74,8686,10269,9307,2075,2721,1794,4149,5452,3579,6244,8581,6390,8808,12329,11609,20230,21507,22665,6378,8774,5852,5
121031409,Pymble,17,33,44,9075,10744,10013,3875,4285,1791,6425,7815,3432,7664,9642,4822,10777,11607,9993,15097,19294,29112,7891,9818,4818,5
121031410,St Ives,16,33,58,12611,11798,12131,3471,3705,2066,7178,7252,4304,10228,9430,7151,13082,12982,14701,24977,24124,31179,10805,9557,7129,5
121031411,Turramurra,32,46,73,10272,11406,8508,3518,4214,1938,6958,7061,3895,9419,10435,5883,13236,13903,8898,17215,20416,21312,9619,10804,5767,5
121031412,Wahroonga - Warrawee,25,31,40,8664,8754,10317,2661,2990,2065,4943,5370,3815,8571,8425,7229,11434,10844,12889,15711,15087,25590,9669,9102,7136,5
121041413,Cremorne - Cammeray,15,18,18,7367,7033,4037,1236,2124,711,4182,3809,1909,5792,5229,2938,8340,7847,4571,17284,14480,8948,5634,5437,3140,5
121041414,Crows Nest - Waverton,16,,,6372,,,1762,,,2908,,,3977,,,5416,,,14940,,,4128,,,5
121041415,Mosman,43,38,41,10347,8498,6799,2191,2101,973,3993,4795,2651,6870,6646,4695,10681,9183,7740,26710,18732,16700,7011,6898,4630,5
121041416,Neutral Bay - Kirribilli,,7,9,,8006,5924,,,,,,,,,,,,,,,,,5069,3549,5
121041417,North Sydney - Lavender Bay,8,5,6,6360,5487,2477,,,,,,,,,,,,,,,,6585,3583,1766,5
122011418,Balgowlah - Clontarf - Seaforth,38,53,67,11273,8303,5428,2172,2305,1041,4385,4096,2187,7355,6028,3661,13953,8748,6526,26873,19586,13257,7608,5876,3894,5
122011419,Manly - Fairlight,29,30,30,7786,5649,4958,1738,2041,956,2787,3836,1963,4985,5150,3336,7979,6980,5985,20432,10239,12550,5957,5014,3392,5
122021420,Avalon - Palm Beach,42,22,27,8281,9534,6914,2814,2307,1636,4782,4415,2881,6525,7182,5108,9475,10892,9236,16943,20676,14543,6583,7645,5006,5
122021421,Bayview - Elanora Heights,44,42,42,8938,8832,9457,3335,2165,1417,5310,5769,2610,7243,7747,3892,10217,10460,8312,17962,17117,29273,7282,7716,3904,5
122021422,Newport - Bilgola,40,32,38,6332,6959,4935,2539,2609,1028,3908,3861,1992,5956,5504,3412,7271,7070,6475,11987,14704,11089,6004,5579,3712,5
122021423,Warriewood - Mona Vale,62,64,78,6735,7366,5835,2235,2097,1154,4201,4729,2170,5384,6367,3435,7799,9005,6250,13596,14229,15721,5284,6263,3439,5
122031424,Beacon Hill - Narraweena,27,44,53,7881,7510,6962,2785,2580,1573,4756,5105,2685,6183,6261,4236,9783,8247,9027,14846,14808,16554,6189,6355,4271,5
122031425,Cromer,9,25,25,7449,7996,7695,,3577,1494,,5640,2784,,7961,4877,,9499,7636,,13303,21683,8043,7952,4928,5
122031426,Dee Why - North Curl Curl,37,32,42,7103,6886,5700,2760,2245,1050,5200,4874,2080,6407,6003,3658,7910,7739,7143,12558,12738,13809,6626,6105,3938,5
122031427,Forestville - Killarney Heights,24,33,46,8261,8651,6776,2855,3436,1231,4291,4985,2610,6424,7567,4231,9376,9411,6503,17277,16957,18054,6432,7700,4030,5
122031428,Frenchs Forest - Belrose,55,94,105,9634,7884,5956,3100,2671,1179,6168,4340,2141,8101,6407,3450,11500,9172,6596,19302,16553,16414,8361,6379,3363,5
122031429,Freshwater - Brookvale,22,38,47,10309,7445,5976,2019,1752,1241,4023,3971,2777,7595,6291,3750,11777,8339,7140,23509,16019,14295,8279,6530,3738,5
122031430,Manly Vale - Allambie Heights,32,34,34,6462,5987,5009,2674,2328,915,3746,3687,1565,4976,4970,3710,7586,6642,6029,12561,11788,12242,5086,5080,4104,5
122031431,Narrabeen - Collaroy,37,55,55,7682,7875,7363,2190,2062,1468,3875,4836,2592,6296,6688,3728,8421,9692,6439,16557,16097,22588,6700,6365,3809,5
122031432,Terrey Hills - Duffys Forest,12,11,18,18329,20593,11118,,,2697,,,6429,,,9125,,,13590,,,21147,12382,12664,9450,5
123011433,Camden - Ellis Lane,,23,96,,8666,8692,,3773,3243,,5909,5580,,7510,7656,,10128,10052,,14802,16516,,7803,7680,6
123011434,Elderslie - Harrington Park,,26,160,,7362,7521,,906,2783,,4068,5181,,6740,6773,,9604,9121,,14137,13748,,6902,6656,6
