sa2_code_2011,sa2_name,Meter count - 2010 (no.),Meter count - 2011 (no.),Meter count - 2012 (no.),Mean - 2010 (kWh),Mean - 2011 (kWh),Mean - 2012 (kWh),Lowest quintile - 2010 (kWh),Lowest quintile - 2011 (kWh),Lowest quintile - 2012 (kWh),Second quintile - 2010 (kWh),Second quintile - 2011 (kWh),Second quintile - 2012 (kWh),Third quintile - 2010 (kWh),Third quintile - 2011 (kWh),Third quintile - 2012 (kWh),Fourth quintile - 2010 (kWh),Fourth quintile - 2011 (kWh),Fourth quintile - 2012 (kWh),Highest quintile - 2010 (kWh),Highest quintile - 2011 (kWh),Highest quintile - 2012 (kWh),Median - 2010 (kWh),Median - 2011 (kWh),Median - 2012 (kWh),Predominant climate zone (d)
310031288,Ipswich - North,83,219,402,7542,7482,7453,3173,3048,2945,4876,4893,5265,6631,6784,6946,8613,8973,8785,14108,13609,13256,6683,6837,6882,2
310031289,Karalee - Barellan Point,86,247,525,8363,7403,8051,3449,2450,3334,5989,5171,5823,7546,6879,7471,9117,8769,9408,15305,13627,14219,7719,6949,7486,2
310031290,Karana Downs,139,319,507,7912,7420,7524,3236,3118,3335,5594,5316,5407,7335,6999,7182,9623,9019,8871,13605,12583,12778,7352,7016,7246,2
310031291,Leichhardt - One Mile,79,202,357,5390,5529,5531,2082,1937,2151,3793,3645,3820,4983,4852,4891,6469,6325,6429,9415,10771,10309,5138,4792,4934,2
310031292,North Ipswich - Tivoli,128,329,556,4748,4064,4763,1867,1146,1661,3050,2190,2823,3933,3349,4000,5642,5001,5749,9107,8591,9542,3876,3321,4019,2
310031293,Raceview,200,492,1022,6224,5882,6237,2658,2499,2477,4102,4019,4114,5646,5429,5639,7604,7011,7468,11112,10412,11466,5681,5479,5676,2
310031294,Ripley,48,163,332,8282,7533,7404,2905,3040,2913,5552,5121,4936,8179,7085,6967,10222,9523,8909,14005,12744,13216,8165,7247,6925,2
310031295,Riverview,36,95,161,4788,4771,4929,2141,1430,1870,2907,2682,3089,3495,3934,4258,4904,6038,5866,9779,9771,9421,3471,3939,4250,2
310041296,Bellbird Park - Brookwater,105,322,673,7040,6973,6729,2083,2172,2265,4694,4682,4450,6965,6651,6169,8933,8717,8171,12523,12562,12555,7033,6651,6184,2
310041297,Camira - Gailes,155,378,706,6603,6560,6654,2909,2588,2717,4914,4502,4445,6055,5920,5991,7768,7804,8050,11368,11925,12031,6023,5953,5941,2
310041298,Carole Park,,,,,,,,,,,,,,,,,,,,,,,,,2
310041299,Collingwood Park - Redbank,114,318,630,5591,5458,5597,2047,1456,1856,3607,3135,3525,5045,5060,5186,6616,6773,7015,10487,10796,10403,5103,5113,5238,2
310041300,Goodna,78,216,411,5736,5493,5537,2255,1972,2041,4071,3794,3705,5096,5072,5160,6265,6577,6591,10735,9947,10134,5143,5000,5193,2
310041301,New Chum,,,,,,,,,,,,,,,,,,,,,,,,,2
310041302,Redbank Plains,165,394,774,6493,6350,5998,2391,2515,2398,4345,4295,4115,5910,5694,5543,7678,7431,7085,12142,11768,10827,6010,5727,5499,2
310041303,Springfield,90,227,440,7570,7386,7003,3548,3199,3184,5207,5214,5107,6847,6709,6548,9092,8689,8212,13156,13007,11963,6893,6744,6524,2
310041304,Springfield Lakes,123,376,656,6638,6058,5788,2363,2175,2139,4950,4202,3946,6288,5702,5289,7576,7110,7038,11827,11035,10490,6243,5739,5297,2
311011305,Beaudesert,165,510,861,6350,6129,6234,2127,2097,2232,4174,3878,4054,6036,5504,5496,7775,7336,7275,11635,11832,12081,6095,5522,5485,2
311021306,Beenleigh,79,214,369,6850,6194,6290,3129,2627,2472,4464,4226,4038,6147,5612,5409,8175,7205,7130,12104,11217,12349,6337,5680,5410,2
311021307,Eagleby,124,315,563,5863,5503,5664,2324,2157,2252,3810,3724,3872,5254,4998,5147,7233,6599,6605,10553,10038,10410,5271,4991,5136,2
311021308,Edens Landing - Holmview,123,284,470,5700,6106,6001,2081,2426,2431,3776,4178,4166,5066,5562,5540,6803,7223,7196,10606,11078,10672,5050,5542,5501,2
311021309,Mount Warren Park,168,320,492,5695,5732,5917,2018,2111,2169,3303,3582,3880,4676,4990,5297,6690,6925,7110,11651,11053,11083,4738,4974,5306,2
311021310,Wolffdene - Bahrs Scrub,73,241,436,8087,7363,7622,3521,3089,3115,6154,5645,5419,7818,7000,7084,9373,8611,8922,13248,12366,13505,7967,6967,7134,2
311031311,Boronia Heights - Park Ridge,153,440,791,7480,6838,6800,3279,2782,2729,5249,4604,4523,6818,6338,6076,8952,8133,8066,12944,12333,12572,6893,6312,6067,2
311031312,Browns Plains,92,245,431,6934,6232,5951,2608,2636,2637,4477,4346,4222,6187,5761,5548,8215,7624,7186,12893,10795,10115,6176,5791,5487,2
311031313,Chambers Flat - Logan Reserve,69,165,276,9010,8815,8485,3026,3466,3341,5890,5810,5557,8474,7772,7556,11009,10468,10034,16225,16560,15802,8720,7767,7461,2
311031314,Crestmead,119,376,649,7001,6197,5970,2713,2436,2456,4916,4313,4156,6637,5770,5581,8349,7367,7096,12210,11034,10535,6600,5804,5610,2
311031315,Greenbank Military Camp,,,,,,,,,,,,,,,,,,,,,,,,,2
311031316,Hillcrest,133,384,642,7662,7315,7392,2855,2709,2838,5011,4989,4803,6733,6665,6478,9148,8711,8657,14348,13441,14139,6714,6609,6451,2
311031317,Marsden,121,463,802,6937,5609,5625,2963,1763,1763,4809,3351,3533,6255,5075,5163,7924,6931,6889,12503,10879,10748,6247,5060,5184,2
311031318,Munruben - Park Ridge South,97,283,498,8603,8708,8559,3768,3875,3930,5979,6154,6008,7701,7671,7726,9893,10106,10121,15368,15634,14955,7549,7474,7785,2
311031319,Regents Park - Heritage Park,236,646,1248,6936,6656,6634,3415,3061,2984,5066,4783,4776,6562,6233,6134,8170,7908,7829,11374,11257,11429,6580,6249,6143,2
311041320,Greenbank,304,729,1234,8767,8483,8371,3896,3755,3599,6712,6150,5962,8361,7933,7811,10249,9967,9816,14539,14578,14646,8388,7883,7833,2
311041321,Jimboomba,474,1128,1877,7921,7600,7587,3376,3219,3111,5686,5356,5321,7479,6979,7057,9442,9020,9094,13577,13402,13337,7530,6924,7057,2
311041322,Logan Village,143,371,636,8424,7963,7745,3306,2828,2696,5930,5267,5185,7745,7405,7192,10143,9590,9512,14794,14638,14089,7855,7461,7249,2
311051323,Bethania - Waterford,146,359,656,5239,4843,4928,2089,1750,1595,3184,2895,2837,4144,4098,4112,5946,5830,5960,10643,9601,10097,4099,4030,4094,2
311051324,Cornubia - Carbrook,143,357,657,8083,7886,8084,2701,2974,3206,5118,5159,5494,7849,7248,7352,10235,9559,9435,14318,14406,14888,7967,7158,7416,2
311051325,Loganholme - Tanah Merah,144,422,771,7151,6650,6733,2967,2859,2880,5137,4787,4745,6910,6271,6162,8547,7908,7917,12048,11374,11929,6834,6284,6164,2
311051326,Loganlea,120,325,530,6262,6146,6026,2722,2455,2446,4374,4319,4301,5887,5750,5767,7632,7368,7126,10696,10837,10490,5944,5756,5759,2
311051327,Shailer Park,179,520,891,7198,7136,7350,3400,2850,2988,5079,5058,5205,6647,6738,6899,8483,8659,8721,12273,12374,12905,6683,6746,6924,2
311051328,Waterford West,141,388,579,5464,5374,5568,2518,2163,2133,3727,3435,3569,4858,4619,4792,6031,6124,6421,10023,10479,10894,4919,4662,4817,2
311061329,Daisy Hill,105,277,444,7140,6585,6719,3012,2583,2524,5178,4336,4433,6532,5879,6195,8496,7802,8082,12482,12236,12316,6610,5907,6104,2
311061330,Kingston,105,281,499,6272,5907,5831,2551,2314,2310,4170,3902,3858,5768,5450,5333,7965,7103,7078,10909,10680,10540,5640,5502,5355,2
311061331,Logan Central,60,136,245,6015,5553,5055,2169,2222,2039,3728,3742,3478,5330,5300,4552,7608,6766,6039,11242,9587,9166,5395,5288,4565,2
311061332,Rochedale South - Priestdale,246,655,1157,6861,6197,6166,3177,2575,2644,5081,4412,4394,6534,5737,5733,8152,7270,7284,11270,10994,10758,6479,5743,5721,2
311061333,Slacks Creek,110,279,519,6811,5952,5719,2465,2426,2272,4639,4022,3961,5951,5435,5210,7920,6932,6614,13081,10880,10507,5985,5453,5215,2
311061334,Springwood,130,343,610,6724,6355,6523,2913,2844,2916,4984,4602,4564,6396,5833,5960,7728,7384,7721,11600,11054,11451,6413,5797,5946,2
311061335,Underwood,78,261,492,6303,6265,6341,2721,2649,2727,4198,4412,4555,5662,5808,5880,7710,7610,7489,10959,10759,11011,5734,5833,5902,2
311061336,Woodridge,101,264,441,4982,4894,4863,1986,1909,1826,3337,3152,3238,4475,4421,4398,5773,5801,5801,9131,9129,9008,4571,4453,4433,2
313011362,Beachmere - Sandstone Point,405,967,1603,5772,5365,5360,2305,2144,2051,3907,3569,3514,5123,4784,4769,6821,6300,6348,10706,10008,10102,5076,4766,4761,2
313011363,Bribie Island,651,1491,2318,5310,4939,4933,1971,1911,1994,3368,3291,3277,4711,4413,4382,6273,5853,5834,10191,9210,9169,4708,4418,4361,2
313021364,Burpengary - East,94,210,356,6681,6573,6939,2766,2571,2493,4033,4119,4313,5328,5593,6099,7333,7990,8436,13739,12594,13263,5296,5580,6188,2
313021365,Caboolture,265,701,1322,6305,6109,5984,2317,2209,2206,4032,4023,3942,5832,5489,5363,7754,7325,7094,11590,11459,11297,5818,5506,5347,2
313021366,Caboolture - South,249,670,1235,6414,6100,6201,2608,2445,2502,4525,4045,4181,5857,5413,5552,7631,7405,7457,11371,11194,11311,5878,5379,5498,2
313021367,Elimbah,86,231,396,7245,7499,7345,2793,3334,3054,5285,5386,5054,6753,6836,6808,8460,9016,8812,12616,12809,12926,6928,6784,6715,2
313021368,Morayfield - East,107,262,487,6720,6643,6599,3061,2749,2742,4822,4544,4445,6141,6111,5947,8085,7993,7600,11303,11732,12211,6158,6109,5998,2
313021369,Wamuran,69,186,336,7003,6729,7018,3180,2633,2649,4728,4574,4760,6907,6145,6286,8276,8019,8186,11652,12129,13119,7081,6132,6354,2
313031370,Kilcoy,79,261,458,5222,5739,5510,1961,2044,1893,3574,3813,3707,4585,5033,4890,6157,6871,6698,9628,10838,10315,4578,5042,4805,2
313031371,Woodford - D'Aguilar,107,353,586,5799,6017,5793,1974,2098,2209,3542,3777,3796,4856,5435,5266,6566,6947,6896,11816,11763,10757,4876,5488,5267,2
313041372,Burpengary,211,590,1155,7426,6918,7108,3276,3030,2965,5014,4726,4791,6772,6283,6341,8748,8207,8251,13181,12343,13194,6778,6263,6367,2
313041373,Deception Bay,309,802,1516,6493,6155,6215,2664,2442,2375,4348,4137,4134,5889,5579,5666,7800,7224,7430,11704,11364,11453,5883,5533,5644,2
313041374,Morayfield,56,149,311,6873,6734,6786,2842,2768,2701,4577,4610,4390,6060,6240,6133,8044,8153,8069,12346,11767,12545,6041,6291,6176,2
313041375,Narangba,264,712,1462,7167,6876,7022,2653,2965,2867,4999,4834,4960,6425,6377,6532,8743,8154,8289,12930,12017,12447,6369,6453,6557,2
313041376,Upper Caboolture,40,119,232,6546,6390,6804,2745,2369,2415,3709,3779,4096,5018,5490,6078,7558,7777,8233,13701,12368,13076,5100,5404,6056,2
313051377,Clontarf,92,245,459,5696,5483,5576,2437,2228,2268,3952,3744,3836,5237,5011,5106,6420,6533,6634,10212,9900,9999,5408,4934,5151,2
313051378,Margate - Woody Point,115,274,486,5127,4978,5104,2028,1930,2023,3261,3192,3426,4605,4479,4589,6073,5792,6056,9668,9444,9380,4612,4525,4598,2
313051379,Redcliffe,93,233,402,5422,4974,5238,2067,2189,2121,3622,3489,3405,4913,4408,4556,6576,5958,6027,9730,8755,10028,4958,4281,4463,2
313051380,Rothwell - Kippa-Ring,217,668,1161,5734,5111,5356,2374,1955,2111,3881,3349,3460,5102,4502,4757,6727,6008,6449,10492,9712,9982,5106,4532,4773,2
313051381,Scarborough - Newport,167,408,808,6733,6224,6473,2786,2523,2516,4590,4065,4161,6270,5765,5850,8237,7584,7919,11649,11132,11891,6293,5739,5788,2
314011382,Albany Creek,292,664,1191,6606,6627,6783,2691,2615,2703,4264,4451,4621,6029,6157,6304,8037,8117,8244,11929,11766,12022,6037,6121,6356,2
314011383,Cashmere,196,616,1232,7948,7331,7323,3743,2697,2908,5761,5015,4993,7406,6690,6624,9312,8882,8828,13381,13323,13238,7415,6657,6597,2
314011384,Dayboro,161,393,724,7426,7050,7147,2897,2508,2534,5201,4675,4676,6670,6476,6351,9109,8684,8449,13074,12842,13694,6622,6480,6359,2
314011385,Eatons Hill,117,302,598,8431,8237,8015,3534,3888,3736,6242,6353,6085,8191,7838,7576,9718,9725,9452,14228,13305,13189,8312,7731,7596,2
314011386,Hills District,356,815,1653,6344,6179,6440,2942,2564,2666,4500,4181,4398,5746,5659,5910,7571,7477,7740,10896,11015,11472,5655,5630,5893,2
314011387,Samford Valley,307,630,1061,7640,7686,8184,3145,2895,3063,5243,5215,5495,6866,7086,7539,9217,9459,9836,13643,13777,14954,6842,6940,7539,2
314021388,Dakabin - Kallangur,216,673,1337,5927,5646,5719,2364,2347,2284,3798,3767,3897,5259,5081,5238,6986,6891,6906,11106,10116,10255,5328,5073,5224,2
314021389,Murrumba Downs - Griffin,137,445,905,6273,6026,6151,2320,2245,2328,4358,4003,4018,5851,5395,5519,7639,7306,7547,11037,11181,11342,5775,5369,5496,2
314021390,North Lakes - Mango Hill,201,684,1406,6152,5992,5794,2152,2097,1991,4122,3810,3714,5453,5343,5271,7399,7223,7212,11501,11460,10762,5366,5302,5244,2
314031391,Bray Park,113,325,683,6124,5766,5786,2561,2362,2529,3965,4076,4203,5569,5338,5441,7637,7020,6839,10711,10034,9891,5643,5397,5433,2
314031392,Lawnton,51,163,337,6241,6007,6057,2154,2314,2483,4405,4051,4194,5987,5627,5589,7446,7426,7231,10761,10492,10726,6053,5661,5677,2
314031393,Petrie,127,317,647,6744,6514,6618,2883,2702,2799,4560,4637,4712,6415,6169,6324,8087,7608,7868,11597,11383,11354,6571,6259,6328,2
314031394,Strathpine - Brendale,153,400,737,6365,5844,5851,2495,2188,2171,4248,4046,4021,5990,5541,5455,7579,7001,7026,11378,10446,10551,6067,5609,5423,2
306011138,Brinsmead,78,154,269,8020,7599,7659,3659,3288,3403,6296,5345,5673,7687,7290,7212,9379,9135,9051,12783,12795,12878,7780,7341,7072,1
306011139,Clifton Beach - Kewarra Beach,114,264,506,7587,7280,7584,2714,2707,3038,5343,5250,5448,7157,7054,7098,9044,9043,8815,13468,12261,13465,7148,7040,7167,1
306011140,Freshwater - Stratford,47,86,136,6591,6724,6794,2730,2396,2774,4377,4508,4577,6201,6155,6154,7505,7658,7852,11624,12560,12404,6195,6195,6242,1
306011141,Redlynch,156,321,596,8010,7636,7847,3107,3131,3258,5553,5278,5632,7289,7055,7303,9766,9208,9302,14139,13416,13693,7314,7069,7320,1
306011142,Trinity Beach - Smithfield,148,303,515,6779,6923,6975,1863,2163,2364,4167,4551,4812,6305,6519,6537,8670,8651,8361,12710,12645,12800,6363,6341,6550,1
306011143,Yorkeys Knob - Machans Beach,69,133,193,7294,6613,6680,2912,2497,2712,5188,4751,5025,7174,6396,6361,8876,8048,7679,12007,11213,11514,7218,6461,6394,1
306021144,Bentley Park,82,159,253,7080,7070,7142,2088,2323,2672,4080,4253,4920,6527,6469,6599,9006,8834,8414,13343,13323,13007,6441,6339,6713,1
306021145,Cairns City,20,34,70,7304,5883,6510,3026,2332,2205,4802,3656,3828,7241,5309,5159,9050,6636,6620,12400,10972,14739,7413,5697,5164,1
306021146,Earlville - Bayview Heights,163,246,399,5875,6187,6833,2323,1924,2173,3569,3437,4084,5193,5208,5824,6959,7397,7888,11205,12833,14136,5265,5273,5796,1
306021147,Edmonton,97,217,345,8189,7335,7143,3184,2723,2690,5715,5378,5000,8027,6960,6663,9805,8792,8541,13921,12706,12823,8089,7031,6747,1
306021148,Gordonvale - Trinity,97,210,344,7335,6718,6930,2570,2413,2461,5207,4821,4726,6907,6383,6279,8998,8053,8535,12732,11918,12585,6869,6424,6253,1
306021149,Kanimbla - Mooroobool,95,214,394,8039,7031,7323,3670,2912,2784,6149,4934,4901,7555,6434,6761,9219,8506,8741,13602,12274,13371,7421,6343,6759,1
306021150,Lamb Range,,,,,,,,,,,,,,,,,,,,,,,,,1
306021151,Manoora,30,41,68,6763,5763,5838,2694,2335,2232,4256,3994,3936,6273,5101,5139,8656,6928,6856,11935,9932,10718,5962,5153,5229,1
306021152,Manunda,29,53,95,5982,5947,6342,2487,2102,2305,4162,4037,4573,5334,4959,6026,6441,6745,7386,10905,11452,11419,5288,4966,6018,1
306021153,Mount Sheridan,103,200,320,7244,6484,6408,3231,2608,2687,4928,4439,4426,7077,6202,5980,8699,8039,7734,12087,11132,11215,7430,6055,6018,1
306021154,Westcourt - Bungalow,21,38,79,8035,5309,5696,2659,2269,1740,3595,3330,3445,5490,4513,5057,9244,6536,6898,16959,9416,11095,5372,4651,5061,1
306021155,White Rock,43,94,132,6391,6219,5877,2161,2103,1965,3951,3883,3720,5296,5584,5170,8573,7948,7206,11381,11361,11146,5535,5503,5047,1
306021156,Whitfield - Edge Hill,89,185,326,5975,6242,7102,1394,1855,2249,3610,4121,4654,5230,5681,6627,7579,7673,8522,11809,11878,13363,5097,5637,6736,1
306021157,Woree,24,55,106,8332,6956,6390,4374,3072,3033,6018,5400,4847,7786,6614,6046,10284,8445,7351,12405,11247,10480,7685,6515,6146,1
306031158,Babinda,20,53,,6872,6352,,1926,2135,,3886,3644,,6164,5903,,9128,7745,,13258,11909,,6254,5932,,1
306031159,Innisfail,29,74,230,8414,6625,6788,2196,2598,2552,5101,4778,4407,7742,6186,5749,10195,7532,7749,15799,11762,13482,8088,6275,5754,1
306031160,Johnstone,31,96,308,7371,6251,6774,2036,1608,2420,4539,3978,4391,5897,5579,5896,8183,7246,8166,14938,12514,12914,5787,5564,5803,1
306031161,Tully,32,102,333,5333,5827,6667,904,1066,1692,3534,3112,4240,4936,4976,6062,6380,7109,7922,10172,12577,13334,4994,4951,6116,1
306031162,Wooroonooran,,,,,,,,,,,,,,,,,,,,,,,,,1
306031163,Yarrabah,,,,,,,,,,,,,,,,,,,,,,,,,1
306041164,Daintree,52,111,275,7289,6348,6289,2701,1882,1944,4908,4607,4137,6706,6527,5768,9246,7730,7489,12430,10789,12105,6596,6584,5874,1
306041165,Port Douglas,23,58,153,10052,8186,7504,3336,2829,2693,7615,5618,5462,9706,7444,7004,11912,9488,9104,16279,15042,13085,9953,7406,7049,1
306051166,Atherton,60,269,543,5630,5499,5135,1948,2172,1961,3979,3824,3485,4982,4931,4608,6644,6494,6055,10595,10015,9531,4890,4923,4545,1
306051167,Herberton,40,124,264,5962,5595,5172,1566,1376,1507,3825,3660,3262,5732,5154,4548,7663,7017,6291,11023,10602,10185,5658,5132,4512,1
306051168,Kuranda,56,114,195,5304,5266,5258,1955,1734,1809,3410,3226,3198,4685,4862,4654,6381,6455,6360,9689,9899,10270,4671,4785,4534,1
306051169,Malanda - Yungaburra,101,231,439,5671,5520,5290,1461,1588,1710,3665,3571,3497,4945,5210,4908,7091,6802,6399,10930,10326,9893,4815,5244,4933,1
306051170,Mareeba,99,323,595,6391,6008,5848,1646,1967,1930,3717,3946,3754,5463,5252,5196,7575,7128,7075,13317,11672,11284,5381,5190,5102,1
307011171,Balonne,18,64,119,8617,8478,7937,2069,2500,2791,4789,5663,5431,7211,7805,7264,10811,10467,9425,16217,15497,14561,7624,7904,7310,3
307011172,Chinchilla,41,161,291,6422,6412,6329,2485,2413,2190,4427,4297,4115,5519,5604,5547,6851,7325,7357,12117,12237,12334,5546,5588,5599,3
307011173,Goondiwindi,48,96,231,9376,7224,7046,4296,2647,2638,6353,4515,4794,8358,6132,6232,11045,8325,7912,16216,14139,13515,8424,6159,6192,3
307011174,Inglewood - Waggamba,9,31,101,6573,5266,5542,,1043,1039,,2833,3133,,4171,4880,,6314,6974,,11013,11391,6141,4454,5035,3
307011175,Miles - Wandoan,13,55,112,5082,5903,6491,,1710,2031,,4053,4348,,5811,5898,,7829,8152,,10111,11813,3295,5801,5957,3
307011176,Roma,209,470,572,8103,7750,7310,3159,3247,2802,5692,5209,4898,7511,7113,6595,9556,9335,8622,14480,13846,13586,7499,7145,6521,3
307011177,Roma Region,18,188,264,7571,6861,6724,1442,1721,1976,4360,4355,4235,6515,6103,5815,8101,8696,8019,15642,13274,13483,6769,6076,5849,3
307011178,Tara,15,33,83,6362,5861,6034,2069,1869,1870,5312,3933,3675,6105,5320,5521,7664,7376,7441,10657,10158,11387,6130,5360,5513,3
307021179,Crows Nest - Rosalie,92,293,514,5153,5351,4808,1568,1826,1634,3385,3609,3243,4653,4856,4432,6490,6411,5847,9457,9982,8852,4597,4846,4407,5
307021180,Jondaryan,55,152,359,6062,5489,5849,2148,1817,1845,4414,3567,3753,5734,4631,4984,7330,6539,6795,10688,10744,11812,5689,4627,5015,5
307021181,Millmerran,14,58,131,5065,5846,5723,,2135,2202,,3588,3829,,4952,5364,,7079,6894,,11094,10153,4767,5014,5546,5
307021182,Pittsworth,83,162,287,6450,6180,6123,2666,2510,2210,4675,4084,3783,6003,5558,5368,7705,7318,7414,10954,11290,11754,5936,5568,5401,5
307021183,Wambo,116,394,713,6067,6332,6228,1419,2155,2113,3705,4105,3908,5405,5865,5485,7515,7687,7228,11943,11752,12327,5463,5889,5501,3
307031184,Clifton - Greenmount,38,91,220,5264,5534,5619,2235,2057,1582,3673,3581,3534,4675,5007,4979,6045,6659,6462,9240,10109,11539,4848,5034,4994,5
307031185,Southern Downs - East,51,131,271,5195,5356,5191,1342,1470,1419,2679,3582,3348,4834,4832,4699,6700,6456,6311,9945,10254,10089,4832,4802,4675,5
307031186,Southern Downs - West,46,138,256,5665,5398,5361,1807,1937,1923,3375,3618,3648,4722,4858,4833,6919,6648,6426,10918,9785,9886,4730,4899,4890,5
307031187,Stanthorpe,39,116,319,5579,5760,5902,1121,1763,2050,2739,3761,3984,4905,5115,5214,7022,6964,6984,11549,10972,11221,5224,5142,5188,5
307031188,Stanthorpe Region,47,135,357,5561,5257,4924,685,1115,1227,2020,2459,2732,3599,4024,4301,6352,6264,6209,14386,12423,10090,3626,3915,4282,5
307031189,Warwick,129,414,740,5981,5826,5550,2133,2382,2173,4120,4030,3820,5689,5269,5012,7207,6827,6532,10609,10582,10211,5601,5246,5024,5
308011190,Central Highlands - East,5,48,109,9279,8346,8717,,2675,3822,,5437,5791,,6943,7892,,9793,10496,,16175,15361,9543,6673,8128,3
308011191,Central Highlands - West,9,52,166,10155,7518,8155,,1818,2555,,4657,5170,,6847,7050,,9585,9687,,14093,16075,7202,6937,7020,3
308011192,Emerald,42,213,475,9279,9619,9171,3484,3288,3556,5477,6384,5920,8665,9135,8335,10743,11458,11071,17122,17671,16973,8726,9305,8352,3
308021193,Agnes Water - Miriam Vale,98,243,489,5022,4734,4960,1449,1484,1463,3004,2868,3047,4155,4081,4238,5788,5628,5901,10494,9528,10115,4103,3940,4228,2
308021194,Banana,22,85,208,6321,6564,6718,1755,2003,2178,3952,3815,4345,5854,5901,6172,8144,8194,7976,10876,12908,12798,6032,6036,6295,3
308021195,Biloela,43,156,280,6494,6912,6822,3306,2914,2849,4614,4721,4777,6051,6334,6252,7379,8202,8111,10715,12220,12119,6120,6246,6264,3
308021196,Boyne Island - Tannum Sands,52,257,751,7480,7106,7033,3022,2920,3449,4936,5052,5299,6684,6772,6718,9096,8476,8274,13175,12217,11398,6638,6899,6717,2
308021197,Callemondah,,,4,,,6300,,,,,,,,,,,,,,,,,,6983,2
308021198,Clinton - New Auckland,75,232,612,7187,7243,7340,3001,3100,3297,5142,5133,5224,6875,6929,7034,8882,8704,8767,12037,12248,12339,6844,6991,7062,2
308021199,Gladstone,33,108,263,6121,5685,6425,1327,1859,2605,3651,3991,4390,5959,5252,5883,7728,6707,7769,11231,10425,11397,6054,5104,5909,2
308021200,Gladstone Hinterland,101,295,739,6542,7014,6932,2340,2414,2884,4551,4454,4845,5944,6454,6270,7593,8508,8164,12010,13240,12467,5985,6532,6176,2
308021201,Kin Kora - Sun Valley,27,84,197,7169,6367,6822,3476,2713,2984,4861,4405,4908,6242,6233,6182,8716,7330,8131,11808,10942,11793,6520,6336,6158,2
308021202,South Trees,,,,,,,,,,,,,,,,,,,,,,,,,2
308021203,Telina - Toolooa,53,126,344,6259,6296,6597,2339,2640,2964,4311,4195,4887,5474,5832,6148,7825,7525,7839,10918,11098,11092,5570,5923,6127,2
308021204,West Gladstone,30,,214,6280,,6306,2618,,2536,3693,,4252,5125,,5556,7226,,7381,12739,,11715,5185,,5564,2
308031205,Berserker,47,90,204,6634,5884,5987,2257,1765,1951,4553,3571,3473,6063,5334,5259,7700,7176,7168,12058,11575,11985,6098,5210,5352,2
308031206,Bouldercombe,21,52,109,5672,5808,5607,2743,2291,2038,3838,4072,3665,4612,5104,5156,6205,6667,6791,9906,10509,10223,4704,4939,5305,2
308031207,Emu Park,62,162,309,5290,4750,4776,2142,1827,1807,3667,3137,3176,5327,4203,4477,6368,5846,5782,8661,8635,8588,5436,4107,4596,2
308031208,Frenchville - Mount Archer,81,183,368,6766,6858,6278,2699,2698,2401,4483,4492,4149,6056,5988,5810,8237,8186,7709,12028,12789,11263,6072,5952,5814,2
308031209,Glenlee - Rockyview,52,112,237,7191,7568,7739,2949,3229,3164,4243,5081,5385,5623,7002,7061,8062,8784,9451,14501,13502,13526,5694,7149,7109,2
308031210,Gracemere,97,235,450,5650,5441,5832,1739,1914,2047,3369,3542,3733,4903,5054,5121,7133,6731,7026,10869,9967,11234,4895,5169,5179,2
308031211,Lakes Creek,32,79,159,6362,5635,5532,2336,2172,2104,3919,3438,3427,5322,5093,4886,7402,6959,6578,12054,10296,10556,5470,5351,4859,2
308031212,Mount Morgan,26,67,119,4588,4141,4434,1690,1670,1609,3317,2777,2858,4327,3758,3965,4971,4858,4864,7961,7418,8757,4528,3973,4016,2
308031213,Norman Gardens,87,205,455,6737,6377,6419,2480,2491,2632,4171,4338,4395,5958,5883,5827,8059,7506,7612,12713,11666,11631,6073,5993,5839,2
308031214,Park Avenue,45,88,201,5803,5870,6113,1954,1667,2298,3441,3885,3959,5004,4993,5250,7474,6597,7370,11142,11926,11554,4837,4901,5187,2
308031215,Parkhurst - Kawana,79,175,409,7653,6781,7222,2890,2307,2712,5057,4395,4825,7493,6105,6598,9314,8334,8790,13214,12766,13128,7632,6025,6578,2
308031216,Rockhampton - West,61,117,259,5405,5161,5163,2147,2074,1506,3542,3142,2810,4887,4190,4222,6197,5760,6059,9879,10453,11150,5015,4227,4312,2
308031217,Rockhampton City,18,26,50,5015,4390,5008,813,1278,1328,2259,2145,2539,4652,3291,4263,6498,5830,6561,9709,8568,10349,5026,3415,4051,2
308031218,Rockhampton Region - East,58,109,220,5798,6138,5892,2778,2687,2358,4095,3982,3928,5105,5250,5293,6446,7046,6973,10259,11567,10907,5068,5305,5316,2
308031219,Rockhampton Region - North,40,105,232,6571,5940,6442,2879,2230,2132,4678,3900,4116,5940,5391,5683,7593,7248,7696,11767,10933,12470,5795,5421,5566,2
308031220,Rockhampton Region - West,32,65,143,6453,6661,6905,1995,2470,2367,4407,4594,4522,6654,6377,6123,7699,8005,8269,10758,11859,13060,6656,6482,6346,2
308031221,Shoalwater Bay,,,,,,,,,,,,,,,,,,,,,,,,,2
308031222,The Range - Allenstown,48,108,237,6183,6272,6723,2070,2229,2255,3646,3467,4069,4925,5705,5857,7452,7850,8356,12287,11899,12964,5063,5998,5888,2
308031223,Yeppoon,232,601,1148,4511,4579,5221,1954,1576,1664,3034,2693,3138,3782,3788,4550,5028,5367,6350,8682,9433,10386,3771,3777,4595,2
